Employee,Level,Workgroup,Position_Name
10659772,13,05WESTSWIN_M,Staff 13
10644732,12,WGDUMMY_SMDW,Professional 12
10674928,12,09HILAIOFF_M,Professional 12
10662557,13,05ISANPSLA_D,Staff 13
10662610,13,05ISANPSLA_D,Staff 13
10675093,11,WGDUMMY_SMDW,Professional 11
10676494,13,03RATCFEED_M,Staff 13
10661847,13,01SARACSLA_D,Staff 13
10682311,13,01MIN1CFUR_D,Staff 13
10673980,13,05WANGFARM_M,Staff 13
10664868,13,05BUDZONE-B_D,Staff 13
10662221,13,01KORSLAU_D,Staff 13
10505854,13,01WANGSAUC_D,Staff 13
10658907,11,01MAHAFOOD_M,Professional 11
10660479,13,01KORSLAU_D,Staff 13
10676498,13,01SARACSLA_D,Staff 13
10672299,13,01SARACSLA_D,Staff 13
10039018,10,WGDUMMY_DMUP,Professional 10
10676497,13,03RATCFEED_M,Staff 13
10022739,12,03KHONFEED_M,Professional 12
10059793,13,01BANGDSLA_M,Staff 13
10192480,11,07MODETRAD_M,Professional 11
10620821,13,05NORTINTE_D,Staff 13
10654470,13,01MIN1CFUR_D,Staff 13
10375220,11,WGDUMMY_SMDW,Professional 11
10658981,13,05PAETFURT_D,Staff 13
10009518,11,05SARABRFA_M,Professional 11
10230833,13,01KORFURP_D,Staff 13
10545736,11,CPPCPTGOFF_M,Professional 11
10676499,13,03RATCFEED_M,Staff 13
10167550,13,07BKKFM_M,Staff 13
10642306,13,05NORTINTE_D,Staff 13
10666285,13,05BUDZONE-FS_D,Staff 13
10645228,12,01MIN1CSLA_M,Professional 12
10519766,12,01WANGSAUC_M,Professional 12
10567126,13,05EASTSWIN_M,Staff 13
10618583,12,CPIOFF_M,Professional 12
10160610,11,03KOKKFEED_M,Professional 11
10675910,13,05PHRAPSLA_D,Staff 13
10231390,13,01KORSLAU_D,Staff 13
10666317,13,01SARACSLA_D,Staff 13
10675108,13,01KORFURP_D,Staff 13
10038482,10,WGDUMMY_DMUP,Professional 10
10088627,13,MEIJOFFI_M,Staff 13
10411801,13,05ISANPSLA_M,Staff 13
10634977,11,09LEADEROFF_M,Professional 11
10675095,13,01KORFURP_D,Staff 13
10676505,13,01SARACFUR_D,Staff 13
10675354,13,01PAETFOOD_D,Staff 13
10676507,13,01SARACFUR_D,Staff 13
10662105,13,05WESTPSLA_D,Staff 13
10675104,13,01KORFURP_D,Staff 13
10503877,13,05ISANPSLA_M,Staff 13
10357636,13,05ISANPSLA_M,Staff 13
10660916,13,01KORFURP_D,Staff 13
10619741,13,01BANGDSLA_D,Staff 13
10675134,13,01KORFURP_D,Staff 13
10673949,13,05ISANPSLA_D,Staff 13
10023251,13,01SARACSLA_M,Staff 13
10675156,10,WGDUMMY_SMDW,Professional 10
10662065,13,05PAETFURT_D,Staff 13
10675131,13,01SARACSLA_D,Staff 13
10608817,13,05ISANPSLA_D,Staff 13
10661060,13,01SARASAUS_D,Staff 13
10662125,13,05ISANPSLA_D,Staff 13
10675340,13,01SARACSLA_D,Staff 13
10662224,13,01KORSLAU_D,Staff 13
10676511,13,01BANGDSLA_M,Staff 13
10675151,13,01SARACSLA_D,Staff 13
10666839,13,05BUDZONE-B_D,Staff 13
10295249,12,05ISANPSLA_M,Professional 12
10675152,13,01SARACSLA_D,Staff 13
10662318,11,09CPFOFF_M,Professional 11
10661670,13,05PAETFURT_D,Staff 13
10603697,12,08CHESTER_M,Professional 12
10423931,11,05ISANPSLA_M,Professional 11
10431393,12,05ISANPSLA_M,Professional 12
10676515,13,CPSIFACNO6M,Staff 13
10655363,12,03PAKTFEED_M,Professional 12
10658633,13,01SARACSLA_D,Staff 13
10602113,13,05ISANPSLA_D,Staff 13
10675247,13,01NONGFOOD_D,Staff 13
10658378,12,WGDUMMY_SMDW,Professional 12
10663746,13,01SARACFUR_D,Staff 13
10664867,13,05ISANPSLA_D,Staff 13
10661716,13,05CHICKBEF_M,Staff 13
10661882,12,07FMOFF_M,Professional 12
10652907,12,CPPSFARMPRO_M,Professional 12
10661287,13,05PAETFURT_D,Staff 13
10319811,11,CPGOFF_M,Professional 11
10663998,13,01SARACSLA_D,Staff 13
10662603,13,01KORSLAU_D,Staff 13
10611116,13,01KORFURP_D,Staff 13
10655688,12,WGDUMMY_SMDW,Professional 12
10662850,13,05BANNEGSO_D,Staff 13
10624920,11,09LEADEROFF_M,Professional 11
10427411,11,09CPFITOFF_M,Professional 11
10662245,13,05ISANBRFA_M,Staff 13
10672952,13,05BUDZONE-B_D,Staff 13
10598214,13,05ISANPSLA_D,Staff 13
10662392,13,01KORSLAU_D,Staff 13
10661010,13,01KORSLAU_D,Staff 13
10666743,13,05NORTINTE_D,Staff 13
10514276,13,05BANJINTE_M,Staff 13
10606248,13,05ISANPSLA_D,Staff 13
10627228,7,09GMOFF_M,Senior Management 07
10675007,10,09CPFITOFF_M,Professional 10
10655853,12,KSPFACNO6M,Professional 12
10651981,12,09CPFOFF_M,Professional 12
10673535,13,05NORTINTE_D,Staff 13
10676233,13,05NORTINTE_D,Staff 13
10094473,13,DMTLATKRA_M,Staff 13
10676175,13,05NORTINTE_D,Staff 13
10662592,13,05ISANPSLA_D,Staff 13
10233804,11,08BKKFS5_M,Professional 11
10667084,13,07BKKFM_M,Staff 13
10605533,13,05ISANPSLA_D,Staff 13
10600368,13,05ISANPSLA_D,Staff 13
10020800,10,WGDUMMY_DMUP,Professional 10
10395106,13,05NORTINTE_M,Staff 13
10622158,12,WGDUMMY_DMUP,Professional 12
10605736,13,05NORTINTE_D,Staff 13
10660702,13,05CENTEGG_D,Staff 13
10641679,13,01MAHAFOOD_D,Staff 13
10590289,13,05ISANPSLA_D,Staff 13
10009774,11,05PARKCDFA_M,Professional 11
10340589,13,05ISANSWIN_M,Staff 13
10160005,10,WGDUMMY_DMUP,Professional 10
10651353,13,05JANACSLA_D,Staff 13
10662170,13,05SARABEFA_M,Staff 13
10675495,13,01SARACSLA_D,Staff 13
10605557,13,05ISANPSLA_D,Staff 13
10679784,13,01SARACFUR_D,Staff 13
10616049,13,05ISANPSLA_D,Staff 13
10679788,13,01SARACFUR_D,Staff 13
10639586,13,01NONGJBAK_D,Staff 13
10629537,13,05EASTPSLA_D,Staff 13
10253262,12,03KHONFEED_M,Professional 12
10664047,13,01SARACSLA_D,Staff 13
10676529,13,05EASTSWIN_M,Staff 13
10662470,13,01MIN1CSLA_D,Staff 13
10616955,13,05BANJINTE_M,Staff 13
10618079,11,KPIFACNO6M,Professional 11
10679785,13,01SARACFUR_D,Staff 13
10002954,10,WGDUMMY_DMUP,Professional 10
10676523,13,05EASTSWIN_M,Staff 13
10676528,13,05EASTSWIN_M,Staff 13
10675268,13,01SARACSLA_D,Staff 13
10659177,13,05ISANPSLA_D,Staff 13
10606224,13,05ISANPSLA_D,Staff 13
10673440,13,01SARACSLA_D,Staff 13
10527970,12,05WESTSWIN_M,Professional 12
10665388,13,01KORSLAU_D,Staff 13
10648860,13,05ISANPSLA_D,Staff 13
10659119,13,05PHUDAIRY_M,Staff 13
10666279,13,01SARACSLA_D,Staff 13
10093393,13,CPPSPRODUC_M,Staff 13
10675342,13,01SARACSLA_D,Staff 13
10638673,13,08CHESTER_H,Staff 13
10662438,13,01MIN1CFUR_D,Staff 13
10664880,13,05ISANPSLA_D,Staff 13
10640413,13,05ISANPSLA_D,Staff 13
10608383,13,05NORTINTE_D,Staff 13
10660005,13,01KORSLAU_D,Staff 13
10659822,13,01SARASAUS_D,Staff 13
10038686,9,09GMOFF_M,Management 09
10615375,13,05ISANPSLA_D,Staff 13
10056836,13,05ISANSWIN_M,Staff 13
10634694,13,05NORTINTE_D,Staff 13
10661173,13,05NAKOPSLA_D,Staff 13
10662595,13,05ISANPSLA_D,Staff 13
10675193,13,01KORFURP_D,Staff 13
10672772,13,ARBROSNO6M,Staff 13
10681784,13,01SARASAUS_D,Staff 13
10543885,13,05NORTINTE_M,Staff 13
10601880,13,05BUDZONE-B_D,Staff 13
10656053,13,05PAETFURT_D,Staff 13
10648819,13,05NORTINTE_D,Staff 13
10662247,13,01KORSLAU_D,Staff 13
10570005,12,MEIJFACT_M,Professional 12
10621664,12,09CPFITOFF_M,Professional 12
10681798,13,01SARASAUS_D,Staff 13
10191101,11,05CHICKBEF_M,Professional 11
10607484,12,05KRABIPSLA_M,Professional 12
10682202,13,05ISANSWIN_M,Staff 13
10660187,13,05EASTPSLA_D,Staff 13
10660903,13,01KORSLAU_D,Staff 13
10682203,13,08CHESTER_H,Staff 13
10682201,13,08CHESTER_H,Staff 13
10509099,13,05NORTINTE_M,Staff 13
10675183,13,05ISANPSLA_D,Staff 13
10667148,13,05BUDZONE-B_M,Staff 13
10092021,13,CPIFAC_D,Staff 13
10673951,13,05ISANPSLA_D,Staff 13
10682197,13,08CHESTER_H,Staff 13
10662798,13,01PAETFOOD_D,Staff 13
10640221,11,09LEADEROFF_M,Professional 11
10673988,13,05ISANPSLA_D,Staff 13
10643775,12,09ACCOFF_M,Professional 12
10277915,10,WGDUMMY_DMUP,Professional 10
10365715,11,MEIJFACT_M,Professional 11
10682205,13,05ISANSWIN_M,Staff 13
10054237,10,WGDUMMY_DMUP,Professional 10
10194061,11,05NORTINTE_M,Professional 11
10034261,9,WGDUMMY_DMUP,Management 09
10658471,13,05NORTINTE_D,Staff 13
10656778,12,07MODETRAD_M,Professional 12
10682200,13,05ISANSWIN_M,Staff 13
10664005,13,01SARACSLA_D,Staff 13
10291260,13,05EASTSWIN_M,Staff 13
10666463,13,05PAETFURT_D,Staff 13
10642406,13,05ISANPSLA_D,Staff 13
10374908,13,05NORTINTE_M,Staff 13
10662507,13,01KORSLAU_D,Staff 13
10022467,11,01KORFURP_M,Professional 11
10682207,13,05ISANSWIN_M,Staff 13
10418507,11,05NORTINTE_M,Professional 11
10662524,13,01KORSLAU_D,Staff 13
10655946,12,03KOKKFEED_M,Professional 12
10523629,13,01MIN1CFUR_D,Staff 13
10666641,13,05PAETFURT_D,Staff 13
10682209,13,05ISANSWIN_M,Staff 13
10419634,13,05ISANPSLA_M,Staff 13
10006203,12,03NONGFEED_M,Professional 12
10644864,11,05PAETFURT_M,Professional 11
10682204,13,08CHESTER_H,Staff 13
10511821,12,09CPFITOFF_M,Professional 12
10522563,13,05NORTINTE_M,Staff 13
10676453,11,09CPFITOFF_M,Professional 11
10675191,13,01SARACSLA_D,Staff 13
10659159,13,05ISANPSLA_D,Staff 13
10040190,7,WGDUMMY_DMUP,Senior Management 07
10655520,13,08CHESTER_H,Staff 13
10004125,8,WGDUMMY_DMUP,Management 08
10670031,13,08CHESTER_H,Staff 13
10428970,13,05BUDZONE-B_M,Staff 13
10429329,11,02SURAFURT_M,Professional 11
10665445,13,01KORSLAU_D,Staff 13
10675194,13,01SARACSLA_D,Staff 13
10675271,13,01SARACSLA_D,Staff 13
10660984,13,01KORSLAU_D,Staff 13
10640457,13,05ISANPSLA_D,Staff 13
10501268,13,05NORTINTE_M,Staff 13
10249505,13,05NORTINTE_M,Staff 13
10663646,13,01SARACSLA_D,Staff 13
10631447,10,WGDUMMY_DMUP,Professional 10
10682215,13,05ISANSWIN_M,Staff 13
10240567,13,05NORTINTE_M,Staff 13
10664543,13,05SARABRFA_M,Staff 13
10660221,13,01KORSLAU_D,Staff 13
10540778,13,05NORTINTE_M,Staff 13
10663429,13,01KORSLAU_D,Staff 13
10676535,13,05KORABEFA_M,Staff 13
10608406,10,WGDUMMY_DMUP,Professional 10
10278131,10,MEIJFACT_M,Professional 10
10656775,12,03KHONFEED_M,Professional 12
10660772,13,01SARACSLA_D,Staff 13
10675158,12,WGDUMMY_SMDW,Professional 12
10682211,13,01SARASAUS_D,Staff 13
10562017,13,01SARASAUS_D,Staff 13
10093847,11,CPPCPTGOFF_M,Professional 11
10531982,13,05ISANPSLA_M,Staff 13
10400089,11,05BANGPSLA_M,Professional 11
10631155,13,05SWINFARM_M,Staff 13
10662242,13,01KORSLAU_D,Staff 13
10175107,12,06SOUTFARM_M,Professional 12
10682213,13,08CHESTER_H,Staff 13
10361261,11,05NORTINTE_M,Professional 11
10560827,13,05KRABIPSLA_D,Staff 13
10632360,13,05SWINFARM_M,Staff 13
10370603,12,03THARFEED_M,Professional 12
10660468,13,01KORSLAU_D,Staff 13
10661323,13,01MIN1CFUR_D,Staff 13
10657368,13,01NONGFOOD_D,Staff 13
10682217,13,05ISANSWIN_M,Staff 13
10342856,13,05NORTINTE_M,Staff 13
10642426,13,05ISANPSLA_D,Staff 13
10682216,13,01SARASAUS_D,Staff 13
10676458,13,05PAETFURT_M,Staff 13
10600341,13,05ISANPSLA_D,Staff 13
10355973,13,01MIN1CSLA_D,Staff 13
10000910,8,(Not Use) DUMMY,Management 08
10682214,13,01SARASAUS_D,Staff 13
10278773,13,06EAS1FARM_M,Staff 13
10632361,13,05SWINFARM_M,Staff 13
10518695,12,09TECHNOFF_M,Professional 12
10660566,13,01KORFURP_D,Staff 13
10661147,13,01KORFURP_D,Staff 13
10638990,12,07SOUTSUFM_M,Professional 12
10424677,9,09GMOFF_M,Management 09
10649238,13,05ISANPSLA_D,Staff 13
10542261,10,07BKKFM_M,Professional 10
10656295,12,08CHESTER_M,Professional 12
10654541,10,05SWINFARM_M,Professional 10
10552517,10,07BKKFM_M,Professional 10
10681324,13,01KORSLAU_D,Staff 13
10296406,13,01SARACFUR_D,Staff 13
10659473,13,05SARABEFA_M,Staff 13
10662487,13,05EASTSWIN_M,Staff 13
10093914,11,CPPCPTGOFF_M,Professional 11
10669946,13,05ISANPSLA_D,Staff 13
10377039,13,05BUDZONE-B_M,Staff 13
10430833,13,05MAHACSLA_D,Staff 13
10302523,13,05BUDZONE-G_M,Staff 13
10664526,13,01SARACFUR_D,Staff 13
10668845,13,05ISANPSLA_D,Staff 13
10654176,12,01BANNEGPR_M,Professional 12
10682218,13,01SARASAUS_D,Staff 13
10663739,13,01SARACSLA_D,Staff 13
10628821,13,05ISANPSLA_D,Staff 13
10620059,12,09CPFITOFF_M,Professional 12
10660860,13,01SARACSLA_D,Staff 13
10406161,13,05ISANPSLA_M,Staff 13
10656107,13,05BUDZONE-B_D,Staff 13
10682689,13,01KORFURP_D,Staff 13
10682220,13,05ISANSWIN_M,Staff 13
10245624,13,05NORTINTE_M,Staff 13
10675175,13,05CENTEGG_D,Staff 13
10413948,13,05ISANPSLA_M,Staff 13
10660592,13,01KORFURP_D,Staff 13
10659879,13,01KORSLAU_D,Staff 13
10663686,13,01SARACSLA_D,Staff 13
10660081,13,01KORSLAU_D,Staff 13
10600361,13,05ISANPSLA_D,Staff 13
10682223,13,01SARASAUS_D,Staff 13
10682690,13,01KORFURP_D,Staff 13
10666501,13,05PAETFURT_D,Staff 13
10660547,13,01KORSLAU_D,Staff 13
10682221,13,05ISANSWIN_M,Staff 13
10659806,13,01KORASAUS_M,Staff 13
10662075,13,05PAETFURT_D,Staff 13
10682228,13,01SARASAUS_D,Staff 13
10352808,13,05NORTINTE_M,Staff 13
10662308,13,01KORSLAU_D,Staff 13
10654313,12,09CPFITOFF_M,Professional 12
10682227,13,01MIN1CSLA_D,Staff 13
10676545,13,08CHESTER_H,Staff 13
10652130,13,05BUDZONE-ES_D,Staff 13
10654289,12,08CHESTER_M,Professional 12
10612596,13,05WESTPSLA_M,Staff 13
10638417,12,CPPCPTGOFF_M,Professional 12
10642056,12,08CHESTER_M,Professional 12
10652841,10,WGDUMMY_DMUP,Professional 10
10682229,13,01SARASAUS_D,Staff 13
10504782,13,05NORTINTE_M,Staff 13
10662393,13,01KORSLAU_D,Staff 13
10663493,13,01KORSLAU_D,Staff 13
10666837,13,05PHRAPSLA_D,Staff 13
10659162,13,05ISANPSLA_D,Staff 13
10636806,13,05ISANPSLA_D,Staff 13
10675215,13,01SARACSLA_D,Staff 13
10674478,13,05NORTINTE_M,Staff 13
10234182,12,05NORTINTE_M,Professional 12
10666275,13,01SARACSLA_D,Staff 13
10003425,13,01SARACSLA_M,Staff 13
10646194,12,05NORTINTE_M,Professional 12
10676406,13,01NONGFOOD_D,Staff 13
10665625,13,01KORSLAU_D,Staff 13
10651524,13,05ISANPSLA_D,Staff 13
10670533,13,05ISANPSLA_D,Staff 13
10676484,13,05ISANPSLA_D,Staff 13
10052378,13,05ISANBRFA_M,Staff 13
10653577,12,MEIJFACT_M,Professional 12
10654112,12,02RANOFURT_M,Professional 12
10676548,13,08CHESTER_H,Staff 13
10661251,13,01MIN1CFUR_D,Staff 13
10662491,13,01MIN1CFUR_D,Staff 13
10662656,13,05ISANPSLA_D,Staff 13
10666472,13,05PAETFURT_D,Staff 13
10411805,13,05ISANPSLA_M,Staff 13
10397065,11,05NORTINTE_M,Professional 11
10662389,13,03NONGFEED_M,Staff 13
10660883,13,01KORSLAU_D,Staff 13
10624025,12,05NORTINTE_M,Professional 12
10662583,13,05ISANPSLA_D,Staff 13
10608525,13,05ISANPSLA_D,Staff 13
10640477,13,05ISANPSLA_D,Staff 13
10682231,13,08BKKFS5_M,Staff 13
10358378,13,05NORTINTE_M,Staff 13
10044222,12,03RATCFEED_M,Professional 12
10661842,13,01SARACSLA_D,Staff 13
10661093,13,01KORSLAU_D,Staff 13
10002677,8,WGDUMMY_DMUP,Management 08
10634860,12,08CHESTER_M,Professional 12
10150963,10,WGDUMMY_DMUP,Professional 10
10649407,12,08CHESTER_M,Professional 12
10675224,13,01SARASAUS_D,Staff 13
10682234,13,01SARAJERH_D,Staff 13
10682694,13,01KORFURP_D,Staff 13
10056066,13,05DUCKBEF_M,Staff 13
10654137,12,07ISANFM_M,Professional 12
10682230,13,01SARAJERH_D,Staff 13
10660991,13,01KORSLAU_D,Staff 13
10675212,13,01MIN1CSLA_D,Staff 13
10551940,13,05BANNEGSO_M,Staff 13
10640303,11,09LEADEROFF_M,Professional 11
10662903,13,05PAETFURT_D,Staff 13
10659478,13,05SARABEFA_M,Staff 13
10415712,13,05ISANPSLA_M,Staff 13
10661016,13,01KORSLAU_D,Staff 13
10682693,13,01KORFURP_D,Staff 13
10661156,13,07LAMPLOGI_M,Staff 13
10056496,13,05ISANBRFA_M,Staff 13
10539909,13,01MIN1CFUR_D,Staff 13
10660609,13,01KORFURP_D,Staff 13
10433520,13,05ISANPSLA_M,Staff 13
10682235,13,01SARAJERH_D,Staff 13
10410062,13,05NORTINTE_M,Staff 13
10662855,13,05PAETFURT_D,Staff 13
10430408,13,05ISANPSLA_M,Staff 13
10682232,13,08BKKFS5_M,Staff 13
10657139,12,07SOUTLOGI_M,Professional 12
10682233,13,01MIN1CSLA_D,Staff 13
10419629,13,05NORTINTE_M,Staff 13
10674337,13,01KORSLAU_D,Staff 13
10043866,11,04SARAFEED_M,Professional 11
10511158,11,07CENEASFM_M,Professional 11
10054446,13,05SWINFARM_M,Staff 13
10676558,13,05SOUTEGG_D,Staff 13
10658244,10,WGDUMMY_DMUP,Professional 10
10164675,12,04SARAFEED_M,Professional 12
10675306,13,WGDUMMY_SMDW,Staff 13
10676559,13,08CHESTER_H,Staff 13
10012395,10,WGDUMMY_DMUP,Professional 10
10183313,13,05EASTSWIN_M,Staff 13
10653770,13,01MIN1CFUR_D,Staff 13
10543968,12,05SWINFARM_M,Professional 12
10682237,13,01SARAJERH_D,Staff 13
10682695,13,01KORFURP_D,Staff 13
10050960,13,05NORTINTE_M,Staff 13
10652866,12,09WANGRESE_M,Professional 12
10675232,13,01SARASAUS_D,Staff 13
10674995,13,03SRIRFEED_M,Staff 13
10659900,13,01KORSLAU_D,Staff 13
10682238,13,05GBEFARM_M,Staff 13
10675064,12,WGDUMMY_DMUP,Professional 12
10376945,13,05NORTINTE_M,Staff 13
10675307,13,WGDUMMY_SMDW,Staff 13
10671643,13,01SARACFUR_D,Staff 13
10662586,13,05ISANPSLA_D,Staff 13
10682170,11,WGDUMMY_SMDW,Professional 11
10544477,12,05NORTINTE_M,Professional 12
10674108,13,05NAKOPSLA_D,Staff 13
10654360,12,09CPFITOFF_M,Professional 12
10662411,13,01KORSLAU_D,Staff 13
10407951,13,01SARAJERH_D,Staff 13
10644291,13,05NORTINTE_M,Staff 13
10560686,13,05LAMPCSLA_D,Staff 13
10034898,10,WGDUMMY_DMUP,Professional 10
10674987,13,03TKASFEED_M,Staff 13
10676564,13,05SOUTEGG_D,Staff 13
10675235,13,01SARASAUS_D,Staff 13
10682239,13,01SARAJERH_D,Staff 13
10057698,13,01NONGFOOD_M,Staff 13
10682697,13,01KORFURP_D,Staff 13
10674742,10,WGDUMMY_SMDW,Professional 10
10682696,13,01KORFURP_D,Staff 13
10199920,12,05NORTINTE_M,Professional 12
10672017,12,05NORTINTE_M,Professional 12
10666361,13,01SARACSLA_D,Staff 13
10682240,13,05ISANSWIN_M,Staff 13
10682699,13,01KORFURP_D,Staff 13
10663399,13,01KORSLAU_D,Staff 13
10682241,13,01WANGSAUC_D,Staff 13
10645402,13,05NORTINTE_D,Staff 13
10660009,13,01KORSLAU_D,Staff 13
10675639,13,05NORTINTE_M,Staff 13
10160160,11,05BUDZONE-B_M,Professional 11
10056410,13,05GBEFARM_M,Staff 13
10682698,13,01KORFURP_D,Staff 13
10392658,13,05ISANPSLA_M,Staff 13
10662249,13,03PAKTFEED_M,Staff 13
10661520,13,01KORSLAU_D,Staff 13
10668588,13,05ISANSWIN_M,Staff 13
10647608,13,05SWINFARM_M,Staff 13
10054938,13,05BUDZONE-B_M,Staff 13
10348168,11,05NORTINTE_M,Professional 11
10675243,13,ARBROSNO6D,Staff 13
10550301,13,05NORTINTE_M,Staff 13
10664764,13,05EASTSWIN_M,Staff 13
10668650,12,08CHESTER_M,Professional 12
10669730,13,01SARACFUR_D,Staff 13
10661808,12,08CHESTER_M,Professional 12
10662071,13,05PAETFURT_D,Staff 13
10669970,13,CPIFAC_D,Staff 13
10670435,13,01SARACSLA_D,Staff 13
10659934,13,05ISANPSLA_D,Staff 13
10623907,13,05ISANPSLA_D,Staff 13
10641341,13,05SOUTEGG_D,Staff 13
10669728,13,01SARACSLA_D,Staff 13
10661026,13,01KORSLAU_D,Staff 13
10668421,13,CPPSPRODUC_M,Staff 13
10675509,13,01SARACSLA_D,Staff 13
10669676,13,01SARACFUR_D,Staff 13
10054603,13,05SWINFARM_M,Staff 13
10670089,13,01PAETFOOD_D,Staff 13
10658098,13,01NONGFOOD_D,Staff 13
10632340,13,05ISANBRFA_M,Staff 13
10162783,9,WGDUMMY_DMUP,Management 09
10669859,13,06BKKMAID_D,Staff 13
10595278,13,05BUDZONE-B_D,Staff 13
10669973,13,CPIFAC_D,Staff 13
10668494,12,01WANGSAUC_M,Professional 12
10669951,13,05ISANPSLA_D,Staff 13
10663427,13,01KORSLAU_D,Staff 13
10658849,13,05NORTINTE_D,Staff 13
10668425,13,CPPFAC12-19_M,Staff 13
10660571,13,01KORFURP_D,Staff 13
10431645,13,05SWINFARM_M,Staff 13
10675281,13,08CHESTER_H,Staff 13
10668583,13,05ISANSWIN_M,Staff 13
10669386,13,05ISANSWIN_M,Staff 13
10669757,13,05ISANPSLA_D,Staff 13
10574414,13,05ISANPSLA_D,Staff 13
10675190,13,01SARACSLA_D,Staff 13
10662067,13,05PAETFURT_D,Staff 13
10670628,13,05ISANPSLA_D,Staff 13
10670439,13,01SARACSLA_D,Staff 13
10661212,13,01KORASAUS_D,Staff 13
10670561,13,05ISANPSLA_D,Staff 13
10669431,13,05BUDZONE-B_D,Staff 13
10669702,13,01SARACSLA_D,Staff 13
10670159,13,01SARACSLA_D,Staff 13
10054320,13,05NORTINTE_M,Staff 13
10674158,12,03KABIFEED_M,Professional 12
10675258,13,01SARACSLA_D,Staff 13
10031751,9,09GMOFF_M,Management 09
10054509,13,05NORTINTE_M,Staff 13
10662600,13,01KORSLAU_D,Staff 13
10055406,13,05NORTINTE_M,Staff 13
10682244,13,08BKKFS5_M,Staff 13
10682245,13,05LAMPCSLA_D,Staff 13
10645017,13,01NONGFOOD_D,Staff 13
10224023,13,05NORTINTE_M,Staff 13
10682248,13,01MIN1CSLA_D,Staff 13
10675286,13,05PAETFURT_D,Staff 13
10682249,13,05LAMPCSLA_D,Staff 13
10054435,13,03RATCFEED_M,Staff 13
10674558,12,08BKKFS5_M,Professional 12
10659815,13,05ISANPSLA_D,Staff 13
10288526,13,05NORTINTE_M,Staff 13
10674801,11,MEIJOFFI_M,Professional 11
10675267,13,01SARACSLA_D,Staff 13
10653751,12,03PHITFEED_M,Professional 12
10648840,13,05ISANPSLA_D,Staff 13
10522559,13,05LAMPCSLA_D,Staff 13
10675000,11,MEIJOFFI_M,Professional 11
10682247,13,05LAMPCSLA_D,Staff 13
10661785,13,01SARACFUR_D,Staff 13
10682256,13,01MIN1CSLA_D,Staff 13
10272693,13,05NORTINTE_M,Staff 13
10661108,13,05BUDZONE-A_D,Staff 13
10682057,11,09LEADEROFF_M,Professional 11
10675270,13,01SARACSLA_D,Staff 13
10682257,13,01MIN1CSLA_D,Staff 13
10682251,13,05LAMPCSLA_D,Staff 13
10662344,13,01KORSLAU_D,Staff 13
10654059,11,07BKKFM_M,Professional 11
10682260,13,01MIN1CSLA_D,Staff 13
10377292,13,05NORTINTE_M,Staff 13
10666271,13,08CHESTER_H,Staff 13
10660462,12,03SRIRFEED_M,Professional 12
10666308,13,01SARACSLA_D,Staff 13
10675274,13,05PAETFURT_D,Staff 13
10612901,13,05ISANPSLA_D,Staff 13
10659839,13,01KORSLAU_D,Staff 13
10663515,13,01KORSLAU_D,Staff 13
10524811,13,01PAETFOOD_D,Staff 13
10675136,13,01SARACSLA_D,Staff 13
10654851,12,WGDUMMY_DMUP,Professional 12
10657431,10,WGDUMMY_SMDW,Professional 10
10531804,13,05NORTINTE_M,Staff 13
10661989,13,05PAETFURT_D,Staff 13
10659888,13,01KORSLAU_D,Staff 13
10643522,13,01MIN1CSLA_D,Staff 13
10666511,13,05PAETFURT_D,Staff 13
10682261,13,01WANGSAUC_D,Staff 13
10555282,13,05NORTINTE_M,Staff 13
10087188,13,01KORSLAU_D,Staff 13
10037976,11,06RESEFARM_M,Professional 11
10642047,12,CPPCPTGOFF_M,Professional 12
10682263,13,01MIN1CSLA_D,Staff 13
10663516,13,01SARACSLA_D,Staff 13
10675280,13,WGDUMMY_SMDW,Staff 13
10564742,13,01KORSLAU_D,Staff 13
10645230,13,05CHICKBEF_M,Staff 13
10662465,13,01KORSLAU_D,Staff 13
10360796,13,01WANGPILOT_M,Staff 13
10162709,12,05SWINFARM_M,Professional 12
10555279,13,05NORTINTE_M,Staff 13
10657766,13,01KORSLAU_D,Staff 13
10658184,13,01KORSLAU_D,Staff 13
10576283,13,05NORTINTE_M,Staff 13
10675282,13,WGDUMMY_SMDW,Staff 13
10608562,13,05ISANPSLA_D,Staff 13
10627873,13,05ISANBRFA_M,Staff 13
10008350,9,09GMOFF_M,Management 09
10617784,13,05ISANPSLA_D,Staff 13
10682265,13,01SARACFUR_D,Staff 13
10682266,13,01SARACSLA_D,Staff 13
10655314,13,05NORTINTE_D,Staff 13
10675324,13,01SARACSLA_D,Staff 13
10682267,13,01MIN1CSLA_D,Staff 13
10682272,13,01SARACSLA_D,Staff 13
10634359,13,05WESTPSLA_D,Staff 13
10093614,13,CPPRD_M,Staff 13
10662064,13,05EASTSWIN_M,Staff 13
10682269,12,WGDUMMY_DMUP,Professional 12
10652549,13,01SARASAUS_D,Staff 13
10675200,13,01SARACSLA_D,Staff 13
10668320,13,01SARACSLA_D,Staff 13
10572229,12,05CENTBRFA_M,Professional 12
10670692,12,01KORSLAU_M,Professional 12
10676938,13,05NORTINTE_M,Staff 13
10020818,9,WGDUMMY_DMUP,Management 09
10416718,13,05NORTINTE_M,Staff 13
10675288,13,05PAETFURT_D,Staff 13
10567668,12,09ACCOFF_M,Professional 12
10659171,13,05ISANPSLA_D,Staff 13
